poll_id,pollster,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sample_size,created_at,party,candidate_id,candidate_name,pct,score change
89274,Siena/NYT,3.0,-1.5,Live Phone,9.0,Michigan,2024-10-29,2024-11-02,998.0,11/3/24 09:22,DEM,16661,Kamala Harris,47.0,-4.699999999999996
89274,Siena/NYT,3.0,-1.5,Live Phone,9.0,Michigan,2024-10-29,2024-11-02,998.0,11/3/24 09:22,DEM,16661,Kamala Harris,45.0,-4.699999999999996
89312,Mitchell,2.4,-0.2,Text-to-Web,7.0,Michigan,2024-10-29,2024-11-02,585.0,11/3/24 21:48,DEM,16661,Kamala Harris,49.0,-4.699999999999996
89312,Mitchell,2.4,-0.2,Text-to-Web,7.0,Michigan,2024-10-29,2024-11-02,585.0,11/3/24 21:48,DEM,16661,Kamala Harris,50.0,-4.699999999999996
89347,Florida Atlantic University/Mainstreet Research,,,Online Opt-In Panel/Text,6.0,Michigan,2024-10-25,2024-11-02,713.0,11/4/24 10:30,DEM,16661,Kamala Harris,49.0,-4.699999999999996
89347,Florida Atlantic University/Mainstreet Research,,,Online Opt-In Panel/Text,6.0,Michigan,2024-10-25,2024-11-02,733.0,11/4/24 11:31,DEM,16661,Kamala Harris,48.0,-4.699999999999996
89279,ActiVote,,,App Panel,8.0,Michigan,2024-10-08,2024-11-02,400.0,11/3/24 09:22,DEM,16661,Kamala Harris,49.7,-4.699999999999996
89355,Focaldata,,,Online Opt-In Panel,9.0,Michigan,2024-10-03,2024-11-01,2092.0,11/4/24 14:40,DEM,16661,Kamala Harris,50.0,-4.699999999999996
89355,Focaldata,,,Online Opt-In Panel,9.0,Michigan,2024-10-03,2024-11-01,1941.0,11/4/24 14:40,DEM,16661,Kamala Harris,51.0,-4.699999999999996
89355,Focaldata,,,Online Opt-In Panel,9.0,Michigan,2024-10-03,2024-11-01,2092.0,11/4/24 14:40,DEM,16661,Kamala Harris,50.0,-4.699999999999996
89145,AtlasIntel,2.7,-0.8,Online Ad,6.0,Michigan,2024-10-30,2024-10-31,1136.0,10/31/24 15:46,DEM,16661,Kamala Harris,48.3,-4.699999999999996
89145,AtlasIntel,2.7,-0.8,Online Ad,6.0,Michigan,2024-10-30,2024-10-31,1136.0,10/31/24 15:46,DEM,16661,Kamala Harris,48.7,-4.699999999999996
89207,OnMessage Inc.,1.1,0.2,,1.0,Michigan,2024-10-29,2024-10-31,800.0,11/1/24 16:31,DEM,16661,Kamala Harris,48.0,-4.699999999999996
89190,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,9.0,Michigan,2024-10-28,2024-10-31,1731.0,11/1/24 14:24,DEM,16661,Kamala Harris,47.0,-4.699999999999996
89201,YouGov,3.0,-1.1,Online Matched Sample,9.0,Michigan,2024-10-25,2024-10-31,985.0,11/1/24 16:15,DEM,16661,Kamala Harris,47.0,-4.699999999999996
89201,YouGov,3.0,-1.1,Online Matched Sample,9.0,Michigan,2024-10-25,2024-10-31,942.0,11/1/24 16:15,DEM,16661,Kamala Harris,48.0,-4.699999999999996
89201,YouGov,3.0,-1.1,Online Matched Sample,9.0,Michigan,2024-10-25,2024-10-31,985.0,11/1/24 16:15,DEM,16661,Kamala Harris,50.0,-4.699999999999996
89201,YouGov,3.0,-1.1,Online Matched Sample,9.0,Michigan,2024-10-25,2024-10-31,942.0,11/1/24 16:15,DEM,16661,Kamala Harris,50.0,-4.699999999999996
89263,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2024-10-22,2024-10-31,1108.0,11/3/24 09:20,DEM,16661,Kamala Harris,48.5,-4.699999999999996
89138,Echelon Insights,2.7,-0.8,Live Phone/Text-to-Web,9.0,Michigan,2024-10-27,2024-10-30,600.0,10/31/24 15:07,DEM,16661,Kamala Harris,47.0,-4.699999999999996
89138,Echelon Insights,2.7,-0.8,Live Phone/Text-to-Web,9.0,Michigan,2024-10-27,2024-10-30,600.0,10/31/24 15:07,DEM,16661,Kamala Harris,48.0,-4.699999999999996
89161,Marist College,2.9,-0.9,Live Phone/Online Opt-In Panel/Text-to-Web,9.0,Michigan,2024-10-27,2024-10-30,1356.0,11/1/24 09:04,DEM,16661,Kamala Harris,51.0,-4.699999999999996
89161,Marist College,2.9,-0.9,Live Phone/Online Opt-In Panel/Text-to-Web,9.0,Michigan,2024-10-27,2024-10-30,1214.0,11/1/24 09:04,DEM,16661,Kamala Harris,51.0,-4.699999999999996
89123,Mitchell,2.4,-0.2,,7.0,Michigan,2024-10-28,2024-10-29,,10/31/24 12:09,DEM,16661,Kamala Harris,47.0,-4.699999999999996
89059,AtlasIntel,2.7,-0.8,Online Ad,6.0,Michigan,2024-10-25,2024-10-29,983.0,10/29/24 16:37,DEM,16661,Kamala Harris,47.9,-4.699999999999996
89059,AtlasIntel,2.7,-0.8,Online Ad,6.0,Michigan,2024-10-25,2024-10-29,983.0,10/29/24 16:37,DEM,16661,Kamala Harris,48.1,-4.699999999999996
89065,Quantus Insights,,,Online Opt-In Panel,5.5,Michigan,2024-10-26,2024-10-28,844.0,10/29/24 19:40,DEM,16661,Kamala Harris,49.2,-4.699999999999996
89110,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,9.0,Michigan,2024-10-24,2024-10-28,988.0,10/30/24 19:33,DEM,16661,Kamala Harris,48.0,-4.699999999999996
89110,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,9.0,Michigan,2024-10-24,2024-10-28,1275.0,10/30/24 19:33,DEM,16661,Kamala Harris,49.0,-4.699999999999996
89110,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,9.0,Michigan,2024-10-24,2024-10-28,988.0,10/30/24 19:33,DEM,16661,Kamala Harris,49.0,-4.699999999999996
89110,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,9.0,Michigan,2024-10-24,2024-10-28,1275.0,10/30/24 19:33,DEM,16661,Kamala Harris,50.0,-4.699999999999996
89120,The Washington Post,,,Live Phone/Text-to-Web,9.0,Michigan,2024-10-24,2024-10-28,1003.0,10/31/24 08:58,DEM,16661,Kamala Harris,47.0,-4.699999999999996
89120,The Washington Post,,,Live Phone/Text-to-Web,9.0,Michigan,2024-10-24,2024-10-28,1003.0,10/31/24 08:58,DEM,16661,Kamala Harris,45.0,-4.699999999999996
89163,EPIC/MRA,1.9,-0.7,Live Phone,3.0,Michigan,2024-10-24,2024-10-28,600.0,11/1/24 09:05,DEM,16661,Kamala Harris,48.0,-4.699999999999996
89099,CNN/SSRS,2.8,-0.6,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,10.0,Michigan,2024-10-23,2024-10-28,726.0,10/30/24 13:06,DEM,16661,Kamala Harris,48.0,-4.699999999999996
88976,InsiderAdvantage,2.0,-0.3,,5.0,Michigan,2024-10-26,2024-10-27,800.0,10/28/24 08:46,DEM,16661,Kamala Harris,47.9,-4.699999999999996
89003,Emerson,2.9,-1.1,IVR/Online Opt-In Panel,7.0,Michigan,2024-10-25,2024-10-27,1000.0,10/29/24 08:54,DEM,16661,Kamala Harris,49.3,-4.699999999999996
89032,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,9.0,Michigan,2024-10-25,2024-10-27,728.0,10/29/24 13:25,DEM,16661,Kamala Harris,49.0,-4.699999999999996
89082,Suffolk,2.9,-1.0,Live Phone,8.0,Michigan,2024-10-24,2024-10-27,500.0,10/30/24 09:31,DEM,16661,Kamala Harris,47.0,-4.699999999999996
89017,Susquehanna,2.3,-0.3,,5.5,Michigan,2024-10-23,2024-10-27,400.0,10/29/24 10:26,DEM,16661,Kamala Harris,51.7,-4.699999999999996
88969,Patriot Polling,1.1,0.6,IVR/Text,5.0,Michigan,2024-10-24,2024-10-26,796.0,10/28/24 08:46,DEM,16661,Kamala Harris,49.0,-4.699999999999996
89046,CES / YouGov,3.0,-1.1,Online Matched Sample,10.0,Michigan,2024-10-01,2024-10-25,2347.0,10/29/24 16:37,DEM,16661,Kamala Harris,52.0,-4.699999999999996
89046,CES / YouGov,3.0,-1.1,Online Matched Sample,10.0,Michigan,2024-10-01,2024-10-25,2336.0,10/29/24 16:37,DEM,16661,Kamala Harris,51.0,-4.699999999999996
88994,Glengariff Group Inc.,1.5,-0.2,Live Phone,1.0,Michigan,2024-10-22,2024-10-24,600.0,10/28/24 18:55,DEM,16661,Kamala Harris,46.7,-4.699999999999996
89116,University of Massachusetts Lowell/YouGov,2.9,-1.0,Online Matched Sample,9.0,Michigan,2024-10-16,2024-10-24,600.0,10/31/24 08:55,DEM,16661,Kamala Harris,49.0,-4.699999999999996
88945,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,9.0,Michigan,2024-10-20,2024-10-22,1115.0,10/25/24 12:30,DEM,16661,Kamala Harris,47.0,-4.699999999999996
88893,Quinnipiac,2.8,-0.5,Live Phone,9.0,Michigan,2024-10-17,2024-10-21,1136.0,10/23/24 14:04,DEM,16661,Kamala Harris,49.0,-4.699999999999996
88893,Quinnipiac,2.8,-0.5,Live Phone,9.0,Michigan,2024-10-17,2024-10-21,1136.0,10/23/24 14:04,DEM,16661,Kamala Harris,50.0,-4.699999999999996
88845,Trafalgar Group,0.7,0.6,IVR/Live Phone/Text/Online Opt-In Panel/Email,4.0,Michigan,2024-10-18,2024-10-20,1090.0,10/22/24 09:06,DEM,16661,Kamala Harris,44.2,-4.699999999999996
88901,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2024-10-16,2024-10-20,756.0,10/23/24 19:17,DEM,16661,Kamala Harris,47.0,-4.699999999999996
88901,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2024-10-16,2024-10-20,756.0,10/23/24 19:17,DEM,16661,Kamala Harris,48.0,-4.699999999999996
88901,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2024-10-16,2024-10-20,705.0,10/23/24 19:17,DEM,16661,Kamala Harris,49.0,-4.699999999999996
88901,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2024-10-16,2024-10-20,705.0,10/23/24 19:17,DEM,16661,Kamala Harris,50.0,-4.699999999999996
88830,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,9.0,Michigan,2024-10-16,2024-10-18,1008.0,10/21/24 13:07,DEM,16661,Kamala Harris,47.0,-4.699999999999996
88797,AtlasIntel,2.7,-0.8,Online Ad,6.0,Michigan,2024-10-12,2024-10-17,1529.0,10/20/24 13:11,DEM,16661,Kamala Harris,46.8,-4.699999999999996
88797,AtlasIntel,2.7,-0.8,Online Ad,6.0,Michigan,2024-10-12,2024-10-17,1529.0,10/20/24 13:11,DEM,16661,Kamala Harris,47.3,-4.699999999999996
88779,Bullfinch,,,Online Opt-In Panel,4.0,Michigan,2024-10-11,2024-10-17,600.0,10/18/24 14:49,DEM,16661,Kamala Harris,53.0,-4.699999999999996
88779,Bullfinch,,,Online Opt-In Panel,4.0,Michigan,2024-10-11,2024-10-17,600.0,10/18/24 14:49,DEM,16661,Kamala Harris,51.0,-4.699999999999996
88760,RMG Research,2.3,-0.4,Online Opt-In Panel,5.0,Michigan,2024-10-10,2024-10-16,789.0,10/17/24 13:51,DEM,16661,Kamala Harris,49.0,-4.699999999999996
88749,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2024-10-06,2024-10-15,1065.0,10/17/24 13:25,DEM,16661,Kamala Harris,49.0,-4.699999999999996
88811,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,Michigan,2024-09-30,2024-10-15,687.0,10/21/24 08:43,DEM,16661,Kamala Harris,46.0,-4.699999999999996
88811,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,Michigan,2024-09-30,2024-10-15,687.0,10/21/24 09:24,DEM,16661,Kamala Harris,49.0,-4.699999999999996
88744,Mitchell,2.4,-0.2,,7.0,Michigan,2024-10-14,2024-10-14,589.0,10/17/24 09:45,DEM,16661,Kamala Harris,47.0,-4.699999999999996
88744,Mitchell,2.4,-0.2,,7.0,Michigan,2024-10-14,2024-10-14,589.0,10/17/24 09:45,DEM,16661,Kamala Harris,47.4,-4.699999999999996
88728,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,9.0,Michigan,2024-10-12,2024-10-14,682.0,10/16/24 12:21,DEM,16661,Kamala Harris,47.0,-4.699999999999996
88689,SoCal Strategies,,,Online Opt-In Panel,9.0,Michigan,2024-10-11,2024-10-13,692.0,10/15/24 08:55,DEM,16661,Kamala Harris,49.0,-4.699999999999996
88708,MRG (Marketing Resource Group),1.8,0.1,Live Phone,6.0,Michigan,2024-10-07,2024-10-11,600.0,10/15/24 19:39,DEM,16661,Kamala Harris,44.9,-4.699999999999996
88924,Michigan State University/YouGov,2.5,-0.6,Online Matched Sample,3.0,Michigan,2024-09-23,2024-10-10,845.0,10/24/24 16:24,DEM,16661,Kamala Harris,52.4,-4.699999999999996
88636,InsiderAdvantage,2.0,-0.3,Text,5.0,Michigan,2024-10-08,2024-10-09,800.0,10/10/24 19:55,DEM,16661,Kamala Harris,46.0,-4.699999999999996
88626,Fabrizio/McLaughlin,,0.3,Live Phone/Text-to-Web,1.0,Michigan,2024-10-06,2024-10-09,800.0,10/10/24 14:36,DEM,16661,Kamala Harris,48.0,-4.699999999999996
88656,ActiVote,,,App Panel,8.0,Michigan,2024-09-15,2024-10-09,400.0,10/11/24 10:25,DEM,16661,Kamala Harris,51.2,-4.699999999999996
88608,Emerson,2.9,-1.1,IVR/Online Opt-In Panel/Text-to-Web,7.0,Michigan,2024-10-05,2024-10-08,950.0,10/10/24 08:53,DEM,16661,Kamala Harris,49.7,-4.699999999999996
88700,Fabrizio/Impact,1.7,-0.3,Live Phone/Text-to-Web,2.0,Michigan,2024-10-02,2024-10-08,600.0,10/15/24 11:00,DEM,16661,Kamala Harris,46.0,-4.699999999999996
88700,Fabrizio/Impact,1.7,-0.3,Live Phone/Text-to-Web,2.0,Michigan,2024-10-02,2024-10-08,600.0,10/15/24 11:00,DEM,16661,Kamala Harris,48.0,-4.699999999999996
88641,Fabrizio/GBAO,,,,6.0,Michigan,2024-09-28,2024-10-08,600.0,10/11/24 08:48,DEM,16661,Kamala Harris,47.0,-4.699999999999996
88641,Fabrizio/GBAO,,,,6.0,Michigan,2024-09-28,2024-10-08,600.0,10/11/24 08:48,DEM,16661,Kamala Harris,49.0,-4.699999999999996
88574,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,Michigan,2024-10-05,2024-10-07,450.0,10/8/24 14:28,DEM,16661,Kamala Harris,51.0,-4.699999999999996
88591,Quinnipiac,2.8,-0.5,Live Phone,9.0,Michigan,2024-10-03,2024-10-07,1007.0,10/9/24 14:04,DEM,16661,Kamala Harris,47.0,-4.699999999999996
88591,Quinnipiac,2.8,-0.5,Live Phone,9.0,Michigan,2024-10-03,2024-10-07,1007.0,10/9/24 14:04,DEM,16661,Kamala Harris,47.0,-4.699999999999996
88545,Glengariff Group Inc.,1.5,-0.2,Live Phone,1.0,Michigan,2024-10-01,2024-10-04,600.0,10/7/24 19:26,DEM,16661,Kamala Harris,46.8,-4.699999999999996
88533,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,9.0,Michigan,2024-09-27,2024-10-02,839.0,10/7/24 12:53,DEM,16661,Kamala Harris,48.0,-4.699999999999996
88650,OnMessage Public Strategies,1.1,0.2,Live Phone,1.0,Michigan,2024-09-24,2024-10-02,500.0,10/11/24 10:25,DEM,16661,Kamala Harris,48.0,-4.699999999999996
88504,Mitchell,2.4,-0.2,Text-to-Web,7.0,Michigan,2024-09-30,2024-09-30,709.0,10/3/24 14:03,DEM,16661,Kamala Harris,48.0,-4.699999999999996
88504,Mitchell,2.4,-0.2,Text-to-Web,7.0,Michigan,2024-09-30,2024-09-30,709.0,10/3/24 14:03,DEM,16661,Kamala Harris,47.0,-4.699999999999996
88484,Trafalgar Group,0.7,0.6,IVR/Live Phone/Text/Online Opt-In Panel/Email,4.0,Michigan,2024-09-28,2024-09-30,1086.0,10/2/24 12:56,DEM,16661,Kamala Harris,44.7,-4.699999999999996
88596,Global Strategy Group/North Star Opinion Research,,,,3.5,Michigan,2024-09-23,2024-09-29,404.0,10/9/24 14:16,DEM,16661,Kamala Harris,46.0,-4.699999999999996
88596,Global Strategy Group/North Star Opinion Research,,,,3.5,Michigan,2024-09-23,2024-09-29,404.0,10/9/24 14:16,DEM,16661,Kamala Harris,47.0,-4.699999999999996
88440,RMG Research,2.3,-0.4,Online Opt-In Panel,5.0,Michigan,2024-09-24,2024-09-27,789.0,10/1/24 14:08,DEM,16661,Kamala Harris,50.0,-4.699999999999996
88404,Siena/NYT,3.0,-1.5,Live Phone,9.0,Michigan,2024-09-21,2024-09-26,688.0,9/28/24 10:30,DEM,16661,Kamala Harris,45.0,-4.699999999999996
88404,Siena/NYT,3.0,-1.5,Live Phone,9.0,Michigan,2024-09-21,2024-09-26,688.0,9/28/24 10:30,DEM,16661,Kamala Harris,43.0,-4.699999999999996
88404,Siena/NYT,3.0,-1.5,Live Phone,9.0,Michigan,2024-09-21,2024-09-26,688.0,9/28/24 10:30,DEM,16661,Kamala Harris,48.0,-4.699999999999996
88404,Siena/NYT,3.0,-1.5,Live Phone,9.0,Michigan,2024-09-21,2024-09-26,688.0,9/28/24 10:31,DEM,16661,Kamala Harris,46.0,-4.699999999999996
88411,AtlasIntel,2.7,-0.8,Online Ad,6.0,Michigan,2024-09-20,2024-09-25,918.0,9/29/24 13:12,DEM,16661,Kamala Harris,46.6,-4.699999999999996
88411,AtlasIntel,2.7,-0.8,Online Ad,6.0,Michigan,2024-09-20,2024-09-25,918.0,9/29/24 13:12,DEM,16661,Kamala Harris,47.2,-4.699999999999996
88385,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2024-09-19,2024-09-25,894.0,9/26/24 20:25,DEM,16661,Kamala Harris,49.0,-4.699999999999996
88385,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2024-09-19,2024-09-25,894.0,9/26/24 20:25,DEM,16661,Kamala Harris,49.0,-4.699999999999996
88385,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2024-09-19,2024-09-25,800.0,9/26/24 20:25,DEM,16661,Kamala Harris,50.0,-4.699999999999996
88385,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2024-09-19,2024-09-25,800.0,9/26/24 20:25,DEM,16661,Kamala Harris,50.0,-4.699999999999996
88471,Benenson Strategy Group/GS Strategy Group,,,Online Opt-In Panel/Text-to-Web,0.0,Michigan,2024-09-19,2024-09-25,416.0,10/2/24 09:06,DEM,16661,Kamala Harris,49.0,-4.699999999999996
88471,Benenson Strategy Group/GS Strategy Group,,,Online Opt-In Panel/Text-to-Web,0.0,Michigan,2024-09-19,2024-09-25,416.0,10/2/24 09:06,DEM,16661,Kamala Harris,51.0,-4.699999999999996
88890,RG Strategies,,,Live Phone/Text-to-Web/Email,2.0,Michigan,2024-09-19,2024-09-23,400.0,10/23/24 13:56,DEM,16661,Kamala Harris,51.0,-4.699999999999996
88441,Remington,2.6,-0.6,,7.0,Michigan,2024-09-16,2024-09-20,800.0,10/1/24 10:18,DEM,16661,Kamala Harris,49.0,-4.699999999999996
88290,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,9.0,Michigan,2024-09-16,2024-09-19,993.0,9/23/24 13:10,DEM,16661,Kamala Harris,46.0,-4.699999999999996
88371,University of Massachusetts Lowell/YouGov,2.9,-1.0,Online Matched Sample,9.0,Michigan,2024-09-11,2024-09-19,650.0,9/26/24 10:43,DEM,16661,Kamala Harris,48.0,-4.699999999999996
88301,Suffolk,2.9,-1.0,Live Phone,8.0,Michigan,2024-09-16,2024-09-18,500.0,9/24/24 09:12,DEM,16661,Kamala Harris,47.6,-4.699999999999996
88237,Emerson,2.9,-1.1,IVR/Online Opt-In Panel/Text-to-Web,7.0,Michigan,2024-09-15,2024-09-18,875.0,9/19/24 09:21,DEM,16661,Kamala Harris,50.0,-4.699999999999996
88251,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2024-09-09,2024-09-18,1297.0,9/19/24 19:55,DEM,16661,Kamala Harris,51.97,-4.699999999999996
88234,Marist College,2.9,-0.9,Live Phone/Online Opt-In Panel/Text-to-Web,7.0,Michigan,2024-09-12,2024-09-17,1282.0,9/19/24 09:21,DEM,16661,Kamala Harris,50.0,-4.699999999999996
88234,Marist College,2.9,-0.9,Live Phone/Online Opt-In Panel/Text-to-Web,7.0,Michigan,2024-09-12,2024-09-17,1138.0,9/19/24 09:21,DEM,16661,Kamala Harris,52.0,-4.699999999999996
88212,Quinnipiac,2.8,-0.5,Live Phone,9.0,Michigan,2024-09-12,2024-09-16,905.0,9/18/24 13:07,DEM,16661,Kamala Harris,50.0,-4.699999999999996
88212,Quinnipiac,2.8,-0.5,Live Phone,9.0,Michigan,2024-09-12,2024-09-16,905.0,9/18/24 13:07,DEM,16661,Kamala Harris,51.0,-4.699999999999996
88344,Focaldata,,,,9.0,Michigan,2024-09-03,2024-09-16,1114.0,9/25/24 09:02,DEM,16661,Kamala Harris,48.7,-4.699999999999996
88344,Focaldata,,,,9.0,Michigan,2024-09-03,2024-09-16,1114.0,9/25/24 09:02,DEM,16661,Kamala Harris,50.6,-4.699999999999996
88344,Focaldata,,,,9.0,Michigan,2024-09-03,2024-09-16,1114.0,9/25/24 10:01,DEM,16661,Kamala Harris,49.2,-4.699999999999996
88344,Focaldata,,,,9.0,Michigan,2024-09-03,2024-09-16,1114.0,9/25/24 10:01,DEM,16661,Kamala Harris,49.9,-4.699999999999996
88143,InsiderAdvantage,2.0,-0.3,Text,5.0,Michigan,2024-09-11,2024-09-12,800.0,9/12/24 12:22,DEM,16661,Kamala Harris,48.0,-4.699999999999996
88160,Mitchell,2.4,-0.2,IVR/Text-to-Web,7.0,Michigan,2024-09-11,2024-09-11,580.0,9/13/24 13:01,DEM,16661,Kamala Harris,48.0,-4.699999999999996
88160,Mitchell,2.4,-0.2,IVR/Text-to-Web,7.0,Michigan,2024-09-11,2024-09-11,580.0,9/13/24 13:01,DEM,16661,Kamala Harris,47.0,-4.699999999999996
88117,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,9.0,Michigan,2024-09-06,2024-09-09,556.0,9/10/24 13:17,DEM,16661,Kamala Harris,48.0,-4.699999999999996
88088,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2024-08-30,2024-09-08,1368.0,9/9/24 20:30,DEM,16661,Kamala Harris,49.19,-4.699999999999996
88125,co/efficient,1.1,0.3,IVR/Text,5.0,Michigan,2024-09-04,2024-09-06,931.0,9/10/24 15:39,DEM,16661,Kamala Harris,47.0,-4.699999999999996
88070,YouGov,3.0,-1.1,Online Matched Sample,9.0,Michigan,2024-09-03,2024-09-06,1077.0,9/8/24 13:36,DEM,16661,Kamala Harris,50.0,-4.699999999999996
88045,Patriot Polling,1.1,0.6,IVR/Text,5.0,Michigan,2024-09-01,2024-09-03,822.0,9/5/24 20:34,DEM,16661,Kamala Harris,48.4,-4.699999999999996
88150,Cygnal,2.1,-1.1,,4.0,Michigan,2024-08-28,2024-09-01,600.0,9/13/24 08:45,DEM,16661,Kamala Harris,47.0,-4.699999999999996
87992,Trafalgar Group,0.7,0.6,IVR/Live Phone/Text/Online Opt-In Panel/Email,4.0,Michigan,2024-08-28,2024-08-30,1089.0,8/31/24 13:18,DEM,16661,Kamala Harris,46.6,-4.699999999999996
88017,CNN/SSRS,2.8,-0.6,Probability Panel,10.0,Michigan,2024-08-23,2024-08-29,708.0,9/4/24 08:51,DEM,16661,Kamala Harris,48.0,-4.699999999999996
88014,Glengariff Group Inc.,1.5,-0.2,Live Phone,1.0,Michigan,2024-08-26,2024-08-28,600.0,9/3/24 19:24,DEM,16661,Kamala Harris,43.5,-4.699999999999996
87936,Emerson,2.9,-1.1,IVR/Online Opt-In Panel/Text-to-Web,7.0,Michigan,2024-08-25,2024-08-28,800.0,8/29/24 09:39,DEM,16661,Kamala Harris,51.2,-4.699999999999996
87975,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,9.0,Michigan,2024-08-25,2024-08-28,761.0,8/30/24 12:32,DEM,16661,Kamala Harris,47.0,-4.699999999999996
87926,ActiVote,,,App Panel,8.0,Michigan,2024-07-28,2024-08-28,400.0,8/28/24 13:30,DEM,16661,Kamala Harris,50.1,-4.699999999999996
87953,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2024-08-23,2024-08-26,702.0,8/29/24 20:14,DEM,16661,Kamala Harris,48.0,-4.699999999999996
87953,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2024-08-23,2024-08-26,702.0,8/29/24 20:14,DEM,16661,Kamala Harris,49.0,-4.699999999999996
87953,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2024-08-23,2024-08-26,651.0,8/29/24 20:14,DEM,16661,Kamala Harris,49.0,-4.699999999999996
87953,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2024-08-23,2024-08-26,651.0,8/29/24 20:14,DEM,16661,Kamala Harris,49.0,-4.699999999999996
87970,EPIC/MRA,1.9,-0.7,Live Phone,3.0,Michigan,2024-08-23,2024-08-26,600.0,8/30/24 12:02,DEM,16661,Kamala Harris,45.0,-4.699999999999996
87970,EPIC/MRA,1.9,-0.7,Live Phone,3.0,Michigan,2024-08-23,2024-08-26,600.0,8/30/24 12:02,DEM,16661,Kamala Harris,46.0,-4.699999999999996
88032,Z to A Research,,,Text-to-Web/Online Ad,3.5,Michigan,2024-08-23,2024-08-26,500.0,9/5/24 09:01,DEM,16661,Kamala Harris,47.0,-4.699999999999996
88032,Z to A Research,,,Text-to-Web/Online Ad,3.5,Michigan,2024-08-23,2024-08-26,500.0,1/6/25 10:22,DEM,16661,Kamala Harris,48.0,-4.699999999999996
88082,YouGov,3.0,-1.1,Online Matched Sample,9.0,Michigan,2024-08-15,2024-08-23,500.0,9/9/24 16:59,DEM,16661,Kamala Harris,44.0,-4.699999999999996
88082,YouGov,3.0,-1.1,Online Matched Sample,9.0,Michigan,2024-08-15,2024-08-23,,9/9/24 16:59,DEM,16661,Kamala Harris,47.0,-4.699999999999996
88082,YouGov,3.0,-1.1,Online Matched Sample,9.0,Michigan,2024-08-15,2024-08-23,500.0,9/9/24 16:59,DEM,16661,Kamala Harris,44.0,-4.699999999999996
88082,YouGov,3.0,-1.1,Online Matched Sample,9.0,Michigan,2024-08-15,2024-08-23,,9/9/24 16:59,DEM,16661,Kamala Harris,47.0,-4.699999999999996
87893,TIPP,1.8,-0.4,Online Opt-In Panel,3.0,Michigan,2024-08-20,2024-08-22,1001.0,8/25/24 13:18,DEM,16661,Kamala Harris,46.4,-4.699999999999996
87893,TIPP,1.8,-0.4,Online Opt-In Panel,3.0,Michigan,2024-08-20,2024-08-22,741.0,8/25/24 13:18,DEM,16661,Kamala Harris,48.4,-4.699999999999996
87893,TIPP,1.8,-0.4,Online Opt-In Panel,3.0,Michigan,2024-08-20,2024-08-22,1001.0,8/25/24 13:18,DEM,16661,Kamala Harris,43.7,-4.699999999999996
87893,TIPP,1.8,-0.4,Online Opt-In Panel,3.0,Michigan,2024-08-20,2024-08-22,741.0,8/25/24 13:18,DEM,16661,Kamala Harris,46.8,-4.699999999999996
87940,Fabrizio Ward,1.7,-0.1,Online Opt-In Panel/Text-to-Web,6.5,Michigan,2024-08-19,2024-08-21,400.0,8/29/24 09:40,DEM,16661,Kamala Harris,44.0,-4.699999999999996
