,Unnamed: 0,poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,hypothetical,party,answer,candidate_id,candidate_name,pct
114,1217,89110,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Co. Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,9.0,Michigan,10/24/24,10/28/24,,,,,,,215015,988.0,lv,,lv,,10/30/24 19:33,,https://www.foxnews.com/official-polls/fox-news-poll-harris-erases-trumps-lead-economy-michigan,https://www.foxnews.com/official-polls/fox-news-poll-harris-erases-trumps-lead-economy-michigan,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_michigan_topline_october-30-release.pdf,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_michigan_cross-tabs_october-30-release.pdf,,False,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,GRE,Stein,31116,Jill Stein,0.0
115,1218,89110,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Co. Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,9.0,Michigan,10/24/24,10/28/24,,,,,,,215015,988.0,lv,,lv,,10/30/24 19:33,,https://www.foxnews.com/official-polls/fox-news-poll-harris-erases-trumps-lead-economy-michigan,https://www.foxnews.com/official-polls/fox-news-poll-harris-erases-trumps-lead-economy-michigan,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_michigan_topline_october-30-release.pdf,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_michigan_cross-tabs_october-30-release.pdf,,False,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,LIB,Oliver,31790,Chase Oliver,1.0
116,1219,89110,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Co. Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,9.0,Michigan,10/24/24,10/28/24,,,,,,,215016,1275.0,rv,,rv,,10/30/24 19:33,,https://www.foxnews.com/official-polls/fox-news-poll-harris-erases-trumps-lead-economy-michigan,https://www.foxnews.com/official-polls/fox-news-poll-harris-erases-trumps-lead-economy-michigan,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_michigan_topline_october-30-release.pdf,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_michigan_cross-tabs_october-30-release.pdf,,False,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,49.0
117,1220,89110,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Co. Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,9.0,Michigan,10/24/24,10/28/24,,,,,,,215016,1275.0,rv,,rv,,10/30/24 19:33,,https://www.foxnews.com/official-polls/fox-news-poll-harris-erases-trumps-lead-economy-michigan,https://www.foxnews.com/official-polls/fox-news-poll-harris-erases-trumps-lead-economy-michigan,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_michigan_topline_october-30-release.pdf,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_michigan_cross-tabs_october-30-release.pdf,,False,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,45.0
118,1221,89110,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Co. Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,9.0,Michigan,10/24/24,10/28/24,,,,,,,215016,1275.0,rv,,rv,,10/30/24 19:33,,https://www.foxnews.com/official-polls/fox-news-poll-harris-erases-trumps-lead-economy-michigan,https://www.foxnews.com/official-polls/fox-news-poll-harris-erases-trumps-lead-economy-michigan,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_michigan_topline_october-30-release.pdf,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_michigan_cross-tabs_october-30-release.pdf,,False,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,IND,Kennedy,31042,Robert F. Kennedy,3.0
119,1222,89110,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Co. Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,9.0,Michigan,10/24/24,10/28/24,,,,,,,215016,1275.0,rv,,rv,,10/30/24 19:33,,https://www.foxnews.com/official-polls/fox-news-poll-harris-erases-trumps-lead-economy-michigan,https://www.foxnews.com/official-polls/fox-news-poll-harris-erases-trumps-lead-economy-michigan,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_michigan_topline_october-30-release.pdf,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_michigan_cross-tabs_october-30-release.pdf,,False,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,IND,West,31097,Cornel West,1.0
120,1223,89110,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Co. Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,9.0,Michigan,10/24/24,10/28/24,,,,,,,215016,1275.0,rv,,rv,,10/30/24 19:33,,https://www.foxnews.com/official-polls/fox-news-poll-harris-erases-trumps-lead-economy-michigan,https://www.foxnews.com/official-polls/fox-news-poll-harris-erases-trumps-lead-economy-michigan,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_michigan_topline_october-30-release.pdf,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_michigan_cross-tabs_october-30-release.pdf,,False,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,GRE,Stein,31116,Jill Stein,0.0
121,1224,89110,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Co. Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,9.0,Michigan,10/24/24,10/28/24,,,,,,,215016,1275.0,rv,,rv,,10/30/24 19:33,,https://www.foxnews.com/official-polls/fox-news-poll-harris-erases-trumps-lead-economy-michigan,https://www.foxnews.com/official-polls/fox-news-poll-harris-erases-trumps-lead-economy-michigan,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_michigan_topline_october-30-release.pdf,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_michigan_cross-tabs_october-30-release.pdf,,False,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,LIB,Oliver,31790,Chase Oliver,1.0
122,1225,89110,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Co. Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,9.0,Michigan,10/24/24,10/28/24,,,,,,,215017,988.0,lv,,lv,,10/30/24 19:33,,https://www.foxnews.com/official-polls/fox-news-poll-harris-erases-trumps-lead-economy-michigan,https://www.foxnews.com/official-polls/fox-news-poll-harris-erases-trumps-lead-economy-michigan,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_michigan_topline_october-30-release.pdf,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_michigan_cross-tabs_october-30-release.pdf,,False,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,49.0
123,1226,89110,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Co. Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,9.0,Michigan,10/24/24,10/28/24,,,,,,,215017,988.0,lv,,lv,,10/30/24 19:33,,https://www.foxnews.com/official-polls/fox-news-poll-harris-erases-trumps-lead-economy-michigan,https://www.foxnews.com/official-polls/fox-news-poll-harris-erases-trumps-lead-economy-michigan,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_michigan_topline_october-30-release.pdf,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_michigan_cross-tabs_october-30-release.pdf,,False,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,49.0
124,1227,89110,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Co. Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,9.0,Michigan,10/24/24,10/28/24,,,,,,,215018,1275.0,rv,,rv,,10/30/24 19:33,,https://www.foxnews.com/official-polls/fox-news-poll-harris-erases-trumps-lead-economy-michigan,https://www.foxnews.com/official-polls/fox-news-poll-harris-erases-trumps-lead-economy-michigan,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_michigan_topline_october-30-release.pdf,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_michigan_cross-tabs_october-30-release.pdf,,False,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,50.0
125,1228,89110,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Co. Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,9.0,Michigan,10/24/24,10/28/24,,,,,,,215018,1275.0,rv,,rv,,10/30/24 19:33,,https://www.foxnews.com/official-polls/fox-news-poll-harris-erases-trumps-lead-economy-michigan,https://www.foxnews.com/official-polls/fox-news-poll-harris-erases-trumps-lead-economy-michigan,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_michigan_topline_october-30-release.pdf,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_michigan_cross-tabs_october-30-release.pdf,,False,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,48.0
126,1243,89120,486,The Washington Post,,,The Washington Post,894,The Washington Post,,,Live Phone/Text-to-Web,9.0,Michigan,10/24/24,10/28/24,,,,,,,215031,1003.0,lv,,lv,,10/31/24 08:58,,https://www.washingtonpost.com/politics/2024/10/31/poll-michigan-election-trump-harris/,https://www.washingtonpost.com/politics/2024/10/31/poll-michigan-election-trump-harris/,https://www.washingtonpost.com/documents/30e6ea7b-e4df-4474-a3fd-48d1bc1a1bc1.pdf,https://docs.google.com/spreadsheets/d/1QxSXXjvqmK7LKwWCVGf6ztKZVkBuv03bsoo5XH94yeo/edit?gid=2088647593#gid=2088647593,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,47.0
127,1244,89120,486,The Washington Post,,,The Washington Post,894,The Washington Post,,,Live Phone/Text-to-Web,9.0,Michigan,10/24/24,10/28/24,,,,,,,215031,1003.0,lv,,lv,,10/31/24 08:58,,https://www.washingtonpost.com/politics/2024/10/31/poll-michigan-election-trump-harris/,https://www.washingtonpost.com/politics/2024/10/31/poll-michigan-election-trump-harris/,https://www.washingtonpost.com/documents/30e6ea7b-e4df-4474-a3fd-48d1bc1a1bc1.pdf,https://docs.google.com/spreadsheets/d/1QxSXXjvqmK7LKwWCVGf6ztKZVkBuv03bsoo5XH94yeo/edit?gid=2088647593#gid=2088647593,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,46.0
128,1245,89120,486,The Washington Post,,,The Washington Post,894,The Washington Post,,,Live Phone/Text-to-Web,9.0,Michigan,10/24/24,10/28/24,,,,,,,215032,1003.0,rv,,rv,,10/31/24 08:58,,https://www.washingtonpost.com/politics/2024/10/31/poll-michigan-election-trump-harris/,https://www.washingtonpost.com/politics/2024/10/31/poll-michigan-election-trump-harris/,https://www.washingtonpost.com/documents/30e6ea7b-e4df-4474-a3fd-48d1bc1a1bc1.pdf,https://docs.google.com/spreadsheets/d/1QxSXXjvqmK7LKwWCVGf6ztKZVkBuv03bsoo5XH94yeo/edit?gid=2088647593#gid=2088647593,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,45.0
129,1246,89120,486,The Washington Post,,,The Washington Post,894,The Washington Post,,,Live Phone/Text-to-Web,9.0,Michigan,10/24/24,10/28/24,,,,,,,215032,1003.0,rv,,rv,,10/31/24 08:58,,https://www.washingtonpost.com/politics/2024/10/31/poll-michigan-election-trump-harris/,https://www.washingtonpost.com/politics/2024/10/31/poll-michigan-election-trump-harris/,https://www.washingtonpost.com/documents/30e6ea7b-e4df-4474-a3fd-48d1bc1a1bc1.pdf,https://docs.google.com/spreadsheets/d/1QxSXXjvqmK7LKwWCVGf6ztKZVkBuv03bsoo5XH94yeo/edit?gid=2088647593#gid=2088647593,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,47.0
130,1247,89163,143,EPIC/MRA,177,Detroit Free Press,EPIC-MRA,84,EPIC-MRA,1.9,-0.7,Live Phone,3.0,Michigan,10/24/24,10/28/24,,,,,,,215368,600.0,lv,,lv,,11/1/24 09:05,,https://www.freep.com/story/news/politics/elections/2024/11/01/harris-vs-trump-polls-michigan/75939371007/,https://www.freep.com/story/news/politics/elections/2024/11/01/harris-vs-trump-polls-michigan/75939371007/,https://ssl2002.webhosting.comcast.net/epic-mra/press/Stwd_Survey_Oct2024_Media_Freq.pdf,,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,48.0
131,1248,89163,143,EPIC/MRA,177,Detroit Free Press,EPIC-MRA,84,EPIC-MRA,1.9,-0.7,Live Phone,3.0,Michigan,10/24/24,10/28/24,,,,,,,215368,600.0,lv,,lv,,11/1/24 09:05,,https://www.freep.com/story/news/politics/elections/2024/11/01/harris-vs-trump-polls-michigan/75939371007/,https://www.freep.com/story/news/politics/elections/2024/11/01/harris-vs-trump-polls-michigan/75939371007/,https://ssl2002.webhosting.comcast.net/epic-mra/press/Stwd_Survey_Oct2024_Media_Freq.pdf,,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,45.0
132,1249,89163,143,EPIC/MRA,177,Detroit Free Press,EPIC-MRA,84,EPIC-MRA,1.9,-0.7,Live Phone,3.0,Michigan,10/24/24,10/28/24,,,,,,,215368,600.0,lv,,lv,,11/1/24 09:05,,https://www.freep.com/story/news/politics/elections/2024/11/01/harris-vs-trump-polls-michigan/75939371007/,https://www.freep.com/story/news/politics/elections/2024/11/01/harris-vs-trump-polls-michigan/75939371007/,https://ssl2002.webhosting.comcast.net/epic-mra/press/Stwd_Survey_Oct2024_Media_Freq.pdf,,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,GRE,Stein,31116,Jill Stein,3.0
133,1250,89163,143,EPIC/MRA,177,Detroit Free Press,EPIC-MRA,84,EPIC-MRA,1.9,-0.7,Live Phone,3.0,Michigan,10/24/24,10/28/24,,,,,,,215368,600.0,lv,,lv,,11/1/24 09:05,,https://www.freep.com/story/news/politics/elections/2024/11/01/harris-vs-trump-polls-michigan/75939371007/,https://www.freep.com/story/news/politics/elections/2024/11/01/harris-vs-trump-polls-michigan/75939371007/,https://ssl2002.webhosting.comcast.net/epic-mra/press/Stwd_Survey_Oct2024_Media_Freq.pdf,,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,IND,Kennedy,31042,Robert F. Kennedy,3.0
134,1251,89163,143,EPIC/MRA,177,Detroit Free Press,EPIC-MRA,84,EPIC-MRA,1.9,-0.7,Live Phone,3.0,Michigan,10/24/24,10/28/24,,,,,,,215368,600.0,lv,,lv,,11/1/24 09:05,,https://www.freep.com/story/news/politics/elections/2024/11/01/harris-vs-trump-polls-michigan/75939371007/,https://www.freep.com/story/news/politics/elections/2024/11/01/harris-vs-trump-polls-michigan/75939371007/,https://ssl2002.webhosting.comcast.net/epic-mra/press/Stwd_Survey_Oct2024_Media_Freq.pdf,,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,IND,West,31097,Cornel West,1.0
135,1260,89099,1866,CNN/SSRS,,,CNN/SSRS,844,CNN,2.8,-0.6,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,10.0,Michigan,10/23/24,10/28/24,,,,,,,214941,726.0,lv,,lv,,10/30/24 13:06,,https://www.cnn.com/2024/10/30/politics/cnn-polls-michigan-wisconsin-pennsylvania-blue-wall/index.html,https://www.cnn.com/2024/10/30/politics/cnn-polls-michigan-wisconsin-pennsylvania-blue-wall/index.html,,https://s3.documentcloud.org/documents/25260111/cnn-polls-in-michigan-pennsylvania-and-wisconsin.pdf,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,48.0
136,1261,89099,1866,CNN/SSRS,,,CNN/SSRS,844,CNN,2.8,-0.6,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,10.0,Michigan,10/23/24,10/28/24,,,,,,,214941,726.0,lv,,lv,,10/30/24 13:06,,https://www.cnn.com/2024/10/30/politics/cnn-polls-michigan-wisconsin-pennsylvania-blue-wall/index.html,https://www.cnn.com/2024/10/30/politics/cnn-polls-michigan-wisconsin-pennsylvania-blue-wall/index.html,,https://s3.documentcloud.org/documents/25260111/cnn-polls-in-michigan-pennsylvania-and-wisconsin.pdf,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,43.0
137,1262,89099,1866,CNN/SSRS,,,CNN/SSRS,844,CNN,2.8,-0.6,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,10.0,Michigan,10/23/24,10/28/24,,,,,,,214941,726.0,lv,,lv,,10/30/24 13:06,,https://www.cnn.com/2024/10/30/politics/cnn-polls-michigan-wisconsin-pennsylvania-blue-wall/index.html,https://www.cnn.com/2024/10/30/politics/cnn-polls-michigan-wisconsin-pennsylvania-blue-wall/index.html,,https://s3.documentcloud.org/documents/25260111/cnn-polls-in-michigan-pennsylvania-and-wisconsin.pdf,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,IND,Kennedy,31042,Robert F. Kennedy,3.0
138,1263,89099,1866,CNN/SSRS,,,CNN/SSRS,844,CNN,2.8,-0.6,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,10.0,Michigan,10/23/24,10/28/24,,,,,,,214941,726.0,lv,,lv,,10/30/24 13:06,,https://www.cnn.com/2024/10/30/politics/cnn-polls-michigan-wisconsin-pennsylvania-blue-wall/index.html,https://www.cnn.com/2024/10/30/politics/cnn-polls-michigan-wisconsin-pennsylvania-blue-wall/index.html,,https://s3.documentcloud.org/documents/25260111/cnn-polls-in-michigan-pennsylvania-and-wisconsin.pdf,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,IND,West,31097,Cornel West,1.0
139,1264,89099,1866,CNN/SSRS,,,CNN/SSRS,844,CNN,2.8,-0.6,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,10.0,Michigan,10/23/24,10/28/24,,,,,,,214941,726.0,lv,,lv,,10/30/24 13:06,,https://www.cnn.com/2024/10/30/politics/cnn-polls-michigan-wisconsin-pennsylvania-blue-wall/index.html,https://www.cnn.com/2024/10/30/politics/cnn-polls-michigan-wisconsin-pennsylvania-blue-wall/index.html,,https://s3.documentcloud.org/documents/25260111/cnn-polls-in-michigan-pennsylvania-and-wisconsin.pdf,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,GRE,Stein,31116,Jill Stein,2.0
140,1265,89099,1866,CNN/SSRS,,,CNN/SSRS,844,CNN,2.8,-0.6,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,10.0,Michigan,10/23/24,10/28/24,,,,,,,214941,726.0,lv,,lv,,10/30/24 13:06,,https://www.cnn.com/2024/10/30/politics/cnn-polls-michigan-wisconsin-pennsylvania-blue-wall/index.html,https://www.cnn.com/2024/10/30/politics/cnn-polls-michigan-wisconsin-pennsylvania-blue-wall/index.html,,https://s3.documentcloud.org/documents/25260111/cnn-polls-in-michigan-pennsylvania-and-wisconsin.pdf,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,LIB,Oliver,31790,Chase Oliver,0.0
141,1321,88976,235,InsiderAdvantage,,,InsiderAdvantage,243,InsiderAdvantage,2.0,-0.3,,5.0,Michigan,10/26/24,10/27/24,,,,,,,214472,800.0,lv,,lv,,10/28/24 08:46,,https://insideradvantage.com/insideradvantage-michigan-survey-trump-leads-by-one-point-slotkin-and-rogers-tied-in-u-s-senate-race/,https://insideradvantage.com/insideradvantage-michigan-survey-trump-leads-by-one-point-slotkin-and-rogers-tied-in-u-s-senate-race/,,,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,47.9
142,1322,88976,235,InsiderAdvantage,,,InsiderAdvantage,243,InsiderAdvantage,2.0,-0.3,,5.0,Michigan,10/26/24,10/27/24,,,,,,,214472,800.0,lv,,lv,,10/28/24 08:46,,https://insideradvantage.com/insideradvantage-michigan-survey-trump-leads-by-one-point-slotkin-and-rogers-tied-in-u-s-senate-race/,https://insideradvantage.com/insideradvantage-michigan-survey-trump-leads-by-one-point-slotkin-and-rogers-tied-in-u-s-senate-race/,,,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,48.5
143,1333,89003,1102,Emerson,2204,RealClearWorld,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Opt-In Panel,7.0,Michigan,10/25/24,10/27/24,,,,,,,214531,1000.0,lv,,lv,,10/29/24 08:54,,https://emersoncollegepolling.com/october-2024-michigan-poll-trump-49-harris-48/,https://emersoncollegepolling.com/october-2024-michigan-poll-trump-49-harris-48/,,https://docs.google.com/spreadsheets/d/1QxGDC4nSP1dS6N7N1aXBxnXkRPyfw2As/edit?gid=1716322793#gid=1716322793,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,49.3
144,1334,89003,1102,Emerson,2204,RealClearWorld,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Opt-In Panel,7.0,Michigan,10/25/24,10/27/24,,,,,,,214531,1000.0,lv,,lv,,10/29/24 08:54,,https://emersoncollegepolling.com/october-2024-michigan-poll-trump-49-harris-48/,https://emersoncollegepolling.com/october-2024-michigan-poll-trump-49-harris-48/,,https://docs.google.com/spreadsheets/d/1QxGDC4nSP1dS6N7N1aXBxnXkRPyfw2As/edit?gid=1716322793#gid=1716322793,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,49.8
145,1349,89032,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,9.0,Michigan,10/25/24,10/27/24,,,,,,,214686,728.0,lv,,lv,,10/29/24 13:25,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-25-27-october-2024/,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-25-27-october-2024/,,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F10%2FLatest-US-Swing-States-Voting-Intention-25-27-October-2024.xlsx&wdOrigin=BROWSELINK,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,49.0
146,1350,89032,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,9.0,Michigan,10/25/24,10/27/24,,,,,,,214686,728.0,lv,,lv,,10/29/24 13:25,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-25-27-october-2024/,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-25-27-october-2024/,,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F10%2FLatest-US-Swing-States-Voting-Intention-25-27-October-2024.xlsx&wdOrigin=BROWSELINK,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,48.0
147,1351,89032,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,9.0,Michigan,10/25/24,10/27/24,,,,,,,214686,728.0,lv,,lv,,10/29/24 13:25,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-25-27-october-2024/,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-25-27-october-2024/,,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F10%2FLatest-US-Swing-States-Voting-Intention-25-27-October-2024.xlsx&wdOrigin=BROWSELINK,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,LIB,Oliver,31790,Chase Oliver,0.0
148,1352,89032,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,9.0,Michigan,10/25/24,10/27/24,,,,,,,214686,728.0,lv,,lv,,10/29/24 13:25,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-25-27-october-2024/,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-25-27-october-2024/,,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F10%2FLatest-US-Swing-States-Voting-Intention-25-27-October-2024.xlsx&wdOrigin=BROWSELINK,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,GRE,Stein,31116,Jill Stein,1.0
149,1371,89082,458,Suffolk,135,USA Today,Suffolk University,323,Suffolk University,2.9,-1.0,Live Phone,8.0,Michigan,10/24/24,10/27/24,,,,,,,214899,500.0,lv,,lv,,10/30/24 09:31,,https://www.usatoday.com/story/news/politics/elections/2024/10/30/poll-harris-trump-dead-heat-battleground-michigan/75922647007/,https://www.usatoday.com/story/news/politics/elections/2024/10/30/poll-harris-trump-dead-heat-battleground-michigan/75922647007/,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2024/10_30_2024_michigan_statewide_marginals.pdf,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2024/10_30_2024_michigan_statewide_tables.pdf,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,47.0
