poll_id,pollster_id,pollster,pollster_rating_id,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sample_size,population,population_full,created_at,url,source,internal,partisan,race_id,cycle,office_type,seat_number,election_date,stage,nationwide_batch,ranked_choice_reallocated,hypothetical,party,answer,candidate_id,candidate_name,pct
88344,1859,Focaldata,837,,,,9.0,Michigan,9/3/24,9/16/24,1114.0,rv,rv,9/25/24 10:01,https://docs.google.com/spreadsheets/d/1Ej0TWdeRGaI_XVFh4Ij-y5GiJP-fsWyliqmfjXAjA2Q/edit?gid=1396237431#gid=1396237431,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,LIB,Oliver,31790,Chase Oliver,0.7
88143,235,InsiderAdvantage,243,2.0,-0.3,Text,5.0,Michigan,9/11/24,9/12/24,800.0,lv,lv,9/12/24 12:22,https://insideradvantage.com/michigan-survey-trump-leads-harris-by-one-point-within-margin-of-error-see-story-below-chart/,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,48.0
88143,235,InsiderAdvantage,243,2.0,-0.3,Text,5.0,Michigan,9/11/24,9/12/24,800.0,lv,lv,9/12/24 12:22,https://insideradvantage.com/michigan-survey-trump-leads-harris-by-one-point-within-margin-of-error-see-story-below-chart/,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,48.6
88160,317,Mitchell,213,2.4,-0.2,IVR/Text-to-Web,7.0,Michigan,9/11/24,9/11/24,580.0,lv,lv,9/13/24 13:01,https://home.mirs.news/blogs/post/race-remains-tight-post-debate-63-percent-believe-crooks-didn-t-act-alone,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,48.0
88160,317,Mitchell,213,2.4,-0.2,IVR/Text-to-Web,7.0,Michigan,9/11/24,9/11/24,580.0,lv,lv,9/13/24 13:01,https://home.mirs.news/blogs/post/race-remains-tight-post-debate-63-percent-believe-crooks-didn-t-act-alone,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,48.0
88160,317,Mitchell,213,2.4,-0.2,IVR/Text-to-Web,7.0,Michigan,9/11/24,9/11/24,580.0,lv,lv,9/13/24 13:01,https://home.mirs.news/blogs/post/race-remains-tight-post-debate-63-percent-believe-crooks-didn-t-act-alone,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,47.0
88160,317,Mitchell,213,2.4,-0.2,IVR/Text-to-Web,7.0,Michigan,9/11/24,9/11/24,580.0,lv,lv,9/13/24 13:01,https://home.mirs.news/blogs/post/race-remains-tight-post-debate-63-percent-believe-crooks-didn-t-act-alone,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,46.0
88160,317,Mitchell,213,2.4,-0.2,IVR/Text-to-Web,7.0,Michigan,9/11/24,9/11/24,580.0,lv,lv,9/13/24 13:01,https://home.mirs.news/blogs/post/race-remains-tight-post-debate-63-percent-believe-crooks-didn-t-act-alone,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,IND,Kennedy,31042,Robert F. Kennedy,2.0
88160,317,Mitchell,213,2.4,-0.2,IVR/Text-to-Web,7.0,Michigan,9/11/24,9/11/24,580.0,lv,lv,9/13/24 13:01,https://home.mirs.news/blogs/post/race-remains-tight-post-debate-63-percent-believe-crooks-didn-t-act-alone,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,IND,Kishore,37465,Joseph Kishore,0.0
88160,317,Mitchell,213,2.4,-0.2,IVR/Text-to-Web,7.0,Michigan,9/11/24,9/11/24,580.0,lv,lv,9/13/24 13:01,https://home.mirs.news/blogs/post/race-remains-tight-post-debate-63-percent-believe-crooks-didn-t-act-alone,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,GRE,Stein,31116,Jill Stein,1.0
88160,317,Mitchell,213,2.4,-0.2,IVR/Text-to-Web,7.0,Michigan,9/11/24,9/11/24,580.0,lv,lv,9/13/24 13:01,https://home.mirs.news/blogs/post/race-remains-tight-post-debate-63-percent-believe-crooks-didn-t-act-alone,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,CON,Terry,36761,Randall A. Terry,0.0
88160,317,Mitchell,213,2.4,-0.2,IVR/Text-to-Web,7.0,Michigan,9/11/24,9/11/24,580.0,lv,lv,9/13/24 13:01,https://home.mirs.news/blogs/post/race-remains-tight-post-debate-63-percent-believe-crooks-didn-t-act-alone,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,IND,West,31097,Cornel West,0.0
88117,1562,Redfield & Wilton Strategies,562,1.8,0.4,Online Opt-In Panel,9.0,Michigan,9/6/24,9/9/24,556.0,lv,lv,9/10/24 13:17,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,48.0
88117,1562,Redfield & Wilton Strategies,562,1.8,0.4,Online Opt-In Panel,9.0,Michigan,9/6/24,9/9/24,556.0,lv,lv,9/10/24 13:17,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,45.0
88117,1562,Redfield & Wilton Strategies,562,1.8,0.4,Online Opt-In Panel,9.0,Michigan,9/6/24,9/9/24,556.0,lv,lv,9/10/24 13:17,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,LIB,Oliver,31790,Chase Oliver,1.0
88117,1562,Redfield & Wilton Strategies,562,1.8,0.4,Online Opt-In Panel,9.0,Michigan,9/6/24,9/9/24,556.0,lv,lv,9/10/24 13:17,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,GRE,Stein,31116,Jill Stein,1.0
88088,1189,Morning Consult,218,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,8/30/24,9/8/24,1368.0,lv,lv,9/9/24 20:30,https://pro.morningconsult.com/trackers/2024-election-state-polls,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,49.19
88088,1189,Morning Consult,218,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,8/30/24,9/8/24,1368.0,lv,lv,9/9/24 20:30,https://pro.morningconsult.com/trackers/2024-election-state-polls,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,46.12
88125,1497,co/efficient,514,1.1,0.3,IVR/Text,5.0,Michigan,9/4/24,9/6/24,931.0,lv,lv,9/10/24 15:39,https://coefficient.org/ivf-mi/,,False,REP,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,47.0
88125,1497,co/efficient,514,1.1,0.3,IVR/Text,5.0,Michigan,9/4/24,9/6/24,931.0,lv,lv,9/10/24 15:39,https://coefficient.org/ivf-mi/,,False,REP,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,47.0
88070,568,YouGov,391,3.0,-1.1,Online Matched Sample,9.0,Michigan,9/3/24,9/6/24,1077.0,lv,lv,9/8/24 13:36,https://www.cbsnews.com/news/harris-trump-poll-pennsylvania-michigan-wisconsin-debate/,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,50.0
88070,568,YouGov,391,3.0,-1.1,Online Matched Sample,9.0,Michigan,9/3/24,9/6/24,1077.0,lv,lv,9/8/24 13:36,https://www.cbsnews.com/news/harris-trump-poll-pennsylvania-michigan-wisconsin-debate/,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,49.0
88045,1754,Patriot Polling,732,1.1,0.6,IVR/Text,5.0,Michigan,9/1/24,9/3/24,822.0,rv,rv,9/5/24 20:34,https://patriotpolling.com/our-polls/f/trump-and-harris-in-dead-heat,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,48.4
88045,1754,Patriot Polling,732,1.1,0.6,IVR/Text,5.0,Michigan,9/1/24,9/3/24,822.0,rv,rv,9/5/24 20:34,https://patriotpolling.com/our-polls/f/trump-and-harris-in-dead-heat,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,47.6
88150,1347,Cygnal,67,2.1,-1.1,,4.0,Michigan,8/28/24,9/1/24,600.0,lv,lv,9/13/24 08:45,https://www.cygn.al/michigan-statewide-poll-rogers-within-striking-distance-of-slotkin-as-republicans-gain-ground-across-the-state/,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,47.0
88150,1347,Cygnal,67,2.1,-1.1,,4.0,Michigan,8/28/24,9/1/24,600.0,lv,lv,9/13/24 08:45,https://www.cygn.al/michigan-statewide-poll-rogers-within-striking-distance-of-slotkin-as-republicans-gain-ground-across-the-state/,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,46.0
87992,1250,Trafalgar Group,338,0.7,0.6,IVR/Live Phone/Text/Online Opt-In Panel/Email,4.0,Michigan,8/28/24,8/30/24,1089.0,lv,lv,8/31/24 13:18,https://www.thetrafalgargroup.org/news/mi-pres-0831/,,False,REP,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,46.6
87992,1250,Trafalgar Group,338,0.7,0.6,IVR/Live Phone/Text/Online Opt-In Panel/Email,4.0,Michigan,8/28/24,8/30/24,1089.0,lv,lv,8/31/24 13:18,https://www.thetrafalgargroup.org/news/mi-pres-0831/,,False,REP,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,47.0
88017,1866,CNN/SSRS,844,2.8,-0.6,Probability Panel,10.0,Michigan,8/23/24,8/29/24,708.0,lv,lv,9/4/24 08:51,https://www.cnn.com/2024/09/04/politics/cnn-polls-battleground-states/index.html,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,48.0
88017,1866,CNN/SSRS,844,2.8,-0.6,Probability Panel,10.0,Michigan,8/23/24,8/29/24,708.0,lv,lv,9/4/24 08:51,https://www.cnn.com/2024/09/04/politics/cnn-polls-battleground-states/index.html,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,43.0
88017,1866,CNN/SSRS,844,2.8,-0.6,Probability Panel,10.0,Michigan,8/23/24,8/29/24,708.0,lv,lv,9/4/24 08:51,https://www.cnn.com/2024/09/04/politics/cnn-polls-battleground-states/index.html,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,IND,Kennedy,31042,Robert F. Kennedy,4.0
88017,1866,CNN/SSRS,844,2.8,-0.6,Probability Panel,10.0,Michigan,8/23/24,8/29/24,708.0,lv,lv,9/4/24 08:51,https://www.cnn.com/2024/09/04/politics/cnn-polls-battleground-states/index.html,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,GRE,Stein,31116,Jill Stein,0.0
88017,1866,CNN/SSRS,844,2.8,-0.6,Probability Panel,10.0,Michigan,8/23/24,8/29/24,708.0,lv,lv,9/4/24 08:51,https://www.cnn.com/2024/09/04/politics/cnn-polls-battleground-states/index.html,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,LIB,Oliver,31790,Chase Oliver,1.0
88014,176,Glengariff Group Inc.,117,1.5,-0.2,Live Phone,1.0,Michigan,8/26/24,8/28/24,600.0,lv,lv,9/3/24 19:24,https://www.detroitnews.com/story/news/politics/2024/09/03/michigan-presidential-election-donald-trump-kamala-harris-tossup-poll-rfk-robert-kennedy-dnc-polling/75054291007/,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,43.5
88014,176,Glengariff Group Inc.,117,1.5,-0.2,Live Phone,1.0,Michigan,8/26/24,8/28/24,600.0,lv,lv,9/3/24 19:24,https://www.detroitnews.com/story/news/politics/2024/09/03/michigan-presidential-election-donald-trump-kamala-harris-tossup-poll-rfk-robert-kennedy-dnc-polling/75054291007/,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,44.7
88014,176,Glengariff Group Inc.,117,1.5,-0.2,Live Phone,1.0,Michigan,8/26/24,8/28/24,600.0,lv,lv,9/3/24 19:24,https://www.detroitnews.com/story/news/politics/2024/09/03/michigan-presidential-election-donald-trump-kamala-harris-tossup-poll-rfk-robert-kennedy-dnc-polling/75054291007/,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,IND,Kennedy,31042,Robert F. Kennedy,4.7
88014,176,Glengariff Group Inc.,117,1.5,-0.2,Live Phone,1.0,Michigan,8/26/24,8/28/24,600.0,lv,lv,9/3/24 19:24,https://www.detroitnews.com/story/news/politics/2024/09/03/michigan-presidential-election-donald-trump-kamala-harris-tossup-poll-rfk-robert-kennedy-dnc-polling/75054291007/,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,GRE,Stein,31116,Jill Stein,1.3
87936,1102,Emerson,88,2.9,-1.1,IVR/Online Opt-In Panel/Text-to-Web,7.0,Michigan,8/25/24,8/28/24,800.0,lv,lv,8/29/24 09:39,https://emersoncollegepolling.com/august-2024-swing-state-polls-toss-up-presidential-election-in-swing-states/,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,51.2
87936,1102,Emerson,88,2.9,-1.1,IVR/Online Opt-In Panel/Text-to-Web,7.0,Michigan,8/25/24,8/28/24,800.0,lv,lv,8/29/24 09:39,https://emersoncollegepolling.com/august-2024-swing-state-polls-toss-up-presidential-election-in-swing-states/,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,47.6
87975,1562,Redfield & Wilton Strategies,562,1.8,0.4,Online Opt-In Panel,9.0,Michigan,8/25/24,8/28/24,761.0,lv,lv,8/30/24 12:32,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-25-28-august-2024/,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,47.0
87975,1562,Redfield & Wilton Strategies,562,1.8,0.4,Online Opt-In Panel,9.0,Michigan,8/25/24,8/28/24,761.0,lv,lv,8/30/24 12:32,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-25-28-august-2024/,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,44.0
87975,1562,Redfield & Wilton Strategies,562,1.8,0.4,Online Opt-In Panel,9.0,Michigan,8/25/24,8/28/24,761.0,lv,lv,8/30/24 12:32,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-25-28-august-2024/,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,LIB,Oliver,31790,Chase Oliver,1.0
87975,1562,Redfield & Wilton Strategies,562,1.8,0.4,Online Opt-In Panel,9.0,Michigan,8/25/24,8/28/24,761.0,lv,lv,8/30/24 12:32,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-25-28-august-2024/,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,GRE,Stein,31116,Jill Stein,1.0
87926,1741,ActiVote,721,,,App Panel,8.0,Michigan,7/28/24,8/28/24,400.0,lv,lv,8/28/24 13:30,https://www.activote.net/harris-and-trump-essentially-tied-in-michigan/,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,50.1
87926,1741,ActiVote,721,,,App Panel,8.0,Michigan,7/28/24,8/28/24,400.0,lv,lv,8/28/24 13:30,https://www.activote.net/harris-and-trump-essentially-tied-in-michigan/,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,49.9
87953,1189,Morning Consult,218,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,8/23/24,8/26/24,702.0,rv,rv,8/29/24 20:14,https://www.bloomberg.com/news/articles/2024-08-29/election-2024-poll-harris-leads-or-ties-with-trump-in-swing-states,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,48.0
87953,1189,Morning Consult,218,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,8/23/24,8/26/24,702.0,rv,rv,8/29/24 20:14,https://www.bloomberg.com/news/articles/2024-08-29/election-2024-poll-harris-leads-or-ties-with-trump-in-swing-states,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,46.0
87953,1189,Morning Consult,218,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,8/23/24,8/26/24,702.0,rv,rv,8/29/24 20:14,https://www.bloomberg.com/news/articles/2024-08-29/election-2024-poll-harris-leads-or-ties-with-trump-in-swing-states,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,GRE,Stein,31116,Jill Stein,1.0
87953,1189,Morning Consult,218,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,8/23/24,8/26/24,702.0,rv,rv,8/29/24 20:14,https://www.bloomberg.com/news/articles/2024-08-29/election-2024-poll-harris-leads-or-ties-with-trump-in-swing-states,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,LIB,Oliver,31790,Chase Oliver,2.0
87953,1189,Morning Consult,218,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,8/23/24,8/26/24,702.0,rv,rv,8/29/24 20:14,https://www.bloomberg.com/news/articles/2024-08-29/election-2024-poll-harris-leads-or-ties-with-trump-in-swing-states,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,49.0
87953,1189,Morning Consult,218,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,8/23/24,8/26/24,702.0,rv,rv,8/29/24 20:14,https://www.bloomberg.com/news/articles/2024-08-29/election-2024-poll-harris-leads-or-ties-with-trump-in-swing-states,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,46.0
87953,1189,Morning Consult,218,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,8/23/24,8/26/24,651.0,lv,lv,8/29/24 20:14,https://www.bloomberg.com/news/articles/2024-08-29/election-2024-poll-harris-leads-or-ties-with-trump-in-swing-states,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,49.0
87953,1189,Morning Consult,218,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,8/23/24,8/26/24,651.0,lv,lv,8/29/24 20:14,https://www.bloomberg.com/news/articles/2024-08-29/election-2024-poll-harris-leads-or-ties-with-trump-in-swing-states,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,47.0
87953,1189,Morning Consult,218,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,8/23/24,8/26/24,651.0,lv,lv,8/29/24 20:14,https://www.bloomberg.com/news/articles/2024-08-29/election-2024-poll-harris-leads-or-ties-with-trump-in-swing-states,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,GRE,Stein,31116,Jill Stein,0.0
87953,1189,Morning Consult,218,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,8/23/24,8/26/24,651.0,lv,lv,8/29/24 20:14,https://www.bloomberg.com/news/articles/2024-08-29/election-2024-poll-harris-leads-or-ties-with-trump-in-swing-states,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,LIB,Oliver,31790,Chase Oliver,2.0
87953,1189,Morning Consult,218,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,8/23/24,8/26/24,651.0,lv,lv,8/29/24 20:14,https://www.bloomberg.com/news/articles/2024-08-29/election-2024-poll-harris-leads-or-ties-with-trump-in-swing-states,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,49.0
87953,1189,Morning Consult,218,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,8/23/24,8/26/24,651.0,lv,lv,8/29/24 20:14,https://www.bloomberg.com/news/articles/2024-08-29/election-2024-poll-harris-leads-or-ties-with-trump-in-swing-states,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,47.0
87970,143,EPIC/MRA,84,1.9,-0.7,Live Phone,3.0,Michigan,8/23/24,8/26/24,600.0,lv,lv,8/30/24 12:02,https://www.woodtv.com/news/elections/presidential-race-in-michigan-remains-tight-new-poll-shows/,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,45.0
87970,143,EPIC/MRA,84,1.9,-0.7,Live Phone,3.0,Michigan,8/23/24,8/26/24,600.0,lv,lv,8/30/24 12:02,https://www.woodtv.com/news/elections/presidential-race-in-michigan-remains-tight-new-poll-shows/,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,46.0
87970,143,EPIC/MRA,84,1.9,-0.7,Live Phone,3.0,Michigan,8/23/24,8/26/24,600.0,lv,lv,8/30/24 12:02,https://www.woodtv.com/news/elections/presidential-race-in-michigan-remains-tight-new-poll-shows/,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,IND,Kennedy,31042,Robert F. Kennedy,3.0
87970,143,EPIC/MRA,84,1.9,-0.7,Live Phone,3.0,Michigan,8/23/24,8/26/24,600.0,lv,lv,8/30/24 12:02,https://www.woodtv.com/news/elections/presidential-race-in-michigan-remains-tight-new-poll-shows/,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,GRE,Stein,31116,Jill Stein,1.0
87970,143,EPIC/MRA,84,1.9,-0.7,Live Phone,3.0,Michigan,8/23/24,8/26/24,600.0,lv,lv,8/30/24 12:02,https://www.woodtv.com/news/elections/presidential-race-in-michigan-remains-tight-new-poll-shows/,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,46.0
87970,143,EPIC/MRA,84,1.9,-0.7,Live Phone,3.0,Michigan,8/23/24,8/26/24,600.0,lv,lv,8/30/24 12:02,https://www.woodtv.com/news/elections/presidential-race-in-michigan-remains-tight-new-poll-shows/,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,47.0
88032,1854,Z to A Research,831,,,Text-to-Web/Online Ad,3.5,Michigan,8/23/24,8/26/24,500.0,lv,lv,9/5/24 09:01,https://www.thewellnews.com/opinion-polls/post-dnc-polls-shows-harris-trump-tied-in-three-battleground-states/,,,DEM,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,47.0
88032,1854,Z to A Research,831,,,Text-to-Web/Online Ad,3.5,Michigan,8/23/24,8/26/24,500.0,lv,lv,9/5/24 09:01,https://www.thewellnews.com/opinion-polls/post-dnc-polls-shows-harris-trump-tied-in-three-battleground-states/,,,DEM,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,47.0
88032,1854,Z to A Research,831,,,Text-to-Web/Online Ad,3.5,Michigan,8/23/24,8/26/24,500.0,lv,lv,9/5/24 09:01,https://www.thewellnews.com/opinion-polls/post-dnc-polls-shows-harris-trump-tied-in-three-battleground-states/,,,DEM,8820,2024,U.S. President,0,11/5/24,general,False,False,False,IND,Kennedy,31042,Robert F. Kennedy,3.0
88032,1854,Z to A Research,831,,,Text-to-Web/Online Ad,3.5,Michigan,8/23/24,8/26/24,500.0,lv,lv,9/5/24 09:01,https://www.thewellnews.com/opinion-polls/post-dnc-polls-shows-harris-trump-tied-in-three-battleground-states/,,,DEM,8820,2024,U.S. President,0,11/5/24,general,False,False,False,LIB,Oliver,31790,Chase Oliver,0.0
88032,1854,Z to A Research,831,,,Text-to-Web/Online Ad,3.5,Michigan,8/23/24,8/26/24,500.0,lv,lv,9/5/24 09:01,https://www.thewellnews.com/opinion-polls/post-dnc-polls-shows-harris-trump-tied-in-three-battleground-states/,,,DEM,8820,2024,U.S. President,0,11/5/24,general,False,False,False,GRE,Stein,31116,Jill Stein,1.0
88032,1854,Z to A Research,831,,,Text-to-Web/Online Ad,3.5,Michigan,8/23/24,8/26/24,500.0,lv,lv,1/6/25 10:22,https://docs.google.com/presentation/d/1MKtDF3RmfTa2R29KgFSoPunJT71bAKcd/edit#slide=id.p2,,,DEM,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,48.0
88032,1854,Z to A Research,831,,,Text-to-Web/Online Ad,3.5,Michigan,8/23/24,8/26/24,500.0,lv,lv,1/6/25 10:22,https://docs.google.com/presentation/d/1MKtDF3RmfTa2R29KgFSoPunJT71bAKcd/edit#slide=id.p2,,,DEM,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,47.0
88032,1854,Z to A Research,831,,,Text-to-Web/Online Ad,3.5,Michigan,8/23/24,8/26/24,500.0,lv,lv,1/6/25 10:22,https://docs.google.com/presentation/d/1MKtDF3RmfTa2R29KgFSoPunJT71bAKcd/edit#slide=id.p2,,,DEM,8820,2024,U.S. President,0,11/5/24,general,False,False,False,GRE,Stein,31116,Jill Stein,2.0
88032,1854,Z to A Research,831,,,Text-to-Web/Online Ad,3.5,Michigan,8/23/24,8/26/24,500.0,lv,lv,1/6/25 10:22,https://docs.google.com/presentation/d/1MKtDF3RmfTa2R29KgFSoPunJT71bAKcd/edit#slide=id.p2,,,DEM,8820,2024,U.S. President,0,11/5/24,general,False,False,False,LIB,Oliver,31790,Chase Oliver,1.0
88082,568,YouGov,391,3.0,-1.1,Online Matched Sample,9.0,Michigan,8/15/24,8/23/24,500.0,a,a,9/9/24 16:59,https://www.cato.org/blog/new-poll-wi-pa-mi-voters-believe-us-too-involved-foreign-wars-world-affairs-most-worry-were,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,44.0
88082,568,YouGov,391,3.0,-1.1,Online Matched Sample,9.0,Michigan,8/15/24,8/23/24,500.0,a,a,9/9/24 16:59,https://www.cato.org/blog/new-poll-wi-pa-mi-voters-believe-us-too-involved-foreign-wars-world-affairs-most-worry-were,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,43.5
88082,568,YouGov,391,3.0,-1.1,Online Matched Sample,9.0,Michigan,8/15/24,8/23/24,,lv,lv,9/9/24 16:59,https://www.cato.org/blog/new-poll-wi-pa-mi-voters-believe-us-too-involved-foreign-wars-world-affairs-most-worry-were,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,47.0
88082,568,YouGov,391,3.0,-1.1,Online Matched Sample,9.0,Michigan,8/15/24,8/23/24,,lv,lv,9/9/24 16:59,https://www.cato.org/blog/new-poll-wi-pa-mi-voters-believe-us-too-involved-foreign-wars-world-affairs-most-worry-were,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,48.0
88082,568,YouGov,391,3.0,-1.1,Online Matched Sample,9.0,Michigan,8/15/24,8/23/24,500.0,a,a,9/9/24 16:59,https://www.cato.org/blog/new-poll-wi-pa-mi-voters-believe-us-too-involved-foreign-wars-world-affairs-most-worry-were,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,44.0
